ItemID,InvoiceID,Description,Quantity,UnitPrice
823,277,Support Contract,2,3093.73
824,277,Consulting Services,4,4309.99
825,278,Software License,4,2069.41
826,278,Hardware Purchase,6,4169.55
827,278,Training Session,3,4668.73
828,278,Software License,7,2902.02
829,278,Training Session,2,445.52
830,279,Hardware Purchase,5,1426.86
831,279,Consulting Services,3,2229.4
832,279,Software License,8,218.35
833,279,Consulting Services,1,525.41
834,279,Consulting Services,6,2348.32
835,280,Consulting Services,8,3358.96
836,281,Training Session,1,4594.28
837,282,Software License,8,903.06
838,282,Training Session,1,2337.91
839,282,Consulting Services,3,4466.06
840,283,Hardware Purchase,5,2176.33
841,283,Software License,6,3086.76
842,283,Consulting Services,6,4637.15
843,283,Support Contract,4,2027.91
844,283,Training Session,9,1521.45
845,284,Training Session,1,2657.17
846,284,Software License,8,3503.73
847,284,Hardware Purchase,7,2598.64
848,284,Hardware Purchase,2,3133.44
849,285,Training Session,6,1342.27
850,286,Support Contract,9,3845.51
851,286,Consulting Services,8,2226.72
852,286,Software License,2,3589.58
853,287,Software License,3,3191.03
854,288,Consulting Services,6,4849.93
855,288,Support Contract,2,1260.86
856,288,Support Contract,4,4340.47
857,289,Training Session,5,1026.35
858,290,Support Contract,2,4034.41
859,290,Training Session,7,3247.67
860,290,Software License,2,576.86
861,290,Training Session,8,2445.99
862,291,Training Session,1,3110.17
863,291,Software License,9,3212.69
864,291,Hardware Purchase,6,1133.68
865,291,Consulting Services,2,4685.39
866,291,Training Session,9,1489.28
867,292,Consulting Services,10,1018.64
868,292,Hardware Purchase,4,2660.02
869,293,Hardware Purchase,6,158.51
870,294,Hardware Purchase,7,4312.18
871,294,Hardware Purchase,7,1636.21
872,295,Support Contract,1,4646.66
873,295,Hardware Purchase,10,896.81
874,295,Software License,4,759.39
875,295,Consulting Services,6,4656.98
876,295,Support Contract,5,3324.38
877,296,Consulting Services,2,2483.99
878,296,Training Session,4,1039.58
879,297,Software License,10,4300.18
880,298,Software License,4,2578.07
881,298,Consulting Services,7,1544.44
882,298,Software License,9,4826.37
883,298,Hardware Purchase,10,4870.87
884,299,Training Session,6,2523.9
885,300,Consulting Services,6,3548.51
886,300,Hardware Purchase,7,252.05
887,300,Hardware Purchase,4,2028.52
888,301,Training Session,6,2644.28
889,301,Support Contract,9,1393.99
890,301,Support Contract,2,3954.78
891,301,Support Contract,5,2218.39
892,301,Consulting Services,2,2932.59
893,302,Support Contract,9,3169.88
894,302,Software License,6,3572.71
895,302,Consulting Services,8,321.26
896,302,Training Session,6,2397.28
897,302,Software License,6,1080.94
898,303,Hardware Purchase,7,3681.99
899,303,Hardware Purchase,4,2828.01
900,304,Support Contract,1,1125.56
901,305,Consulting Services,6,2808.25
902,305,Training Session,4,4001.23
903,305,Hardware Purchase,6,178.01
904,306,Support Contract,10,157.08
905,307,Consulting Services,10,1031.49
906,307,Support Contract,5,2435.09
907,308,Training Session,4,2864.14
908,308,Training Session,6,3166.74
909,309,Consulting Services,4,3578.06
910,309,Support Contract,7,3441.36
911,309,Training Session,10,499.84
912,309,Hardware Purchase,9,1467.7
913,310,Software License,3,3394.76
914,310,Support Contract,4,1714.75
915,310,Consulting Services,2,105.46
916,311,Hardware Purchase,9,2952.67
917,311,Hardware Purchase,10,474.84
918,311,Hardware Purchase,1,1675.48
919,312,Consulting Services,7,865.3
920,312,Support Contract,10,2535.27
921,312,Hardware Purchase,7,987.69
922,312,Support Contract,4,2662.51
923,313,Software License,7,4181.87
924,313,Training Session,3,2074.45
925,313,Support Contract,2,1058.04
926,313,Hardware Purchase,2,2497.12
927,314,Hardware Purchase,1,2113.95
928,314,Training Session,2,4712.57
929,314,Consulting Services,5,71.87
930,315,Training Session,3,850.61
931,316,Support Contract,1,4858.45
932,316,Consulting Services,3,1868.83
933,316,Hardware Purchase,2,2397.26
934,316,Consulting Services,10,4472.28
935,317,Software License,8,2348.36
936,317,Consulting Services,10,283.28
937,317,Software License,6,2111.93
938,318,Support Contract,4,2964.23
939,318,Support Contract,8,4116.99
940,318,Consulting Services,5,3996.25
941,319,Hardware Purchase,6,4527.79
942,320,Training Session,2,3754.26
943,321,Consulting Services,10,1650.37
944,321,Support Contract,6,3425.08
945,322,Hardware Purchase,1,1214.71
946,322,Hardware Purchase,8,3096.48
947,322,Training Session,9,1599.65
948,323,Consulting Services,8,1413.06
949,323,Training Session,5,3332.94
950,323,Training Session,9,3719.89
951,323,Software License,10,625.84
952,323,Support Contract,10,1743.48
953,324,Consulting Services,1,1151.48
954,324,Software License,3,3463.8
955,324,Hardware Purchase,9,2646.26
956,324,Hardware Purchase,4,1835.87
957,325,Hardware Purchase,3,2429.75
958,325,Software License,1,2664.32
959,325,Software License,8,737.77
960,325,Software License,8,4093.47
961,325,Support Contract,3,458.62
962,326,Software License,10,2750.15
963,326,Training Session,3,4270.68
964,326,Consulting Services,9,1792.23
965,326,Training Session,9,1153.51
966,327,Hardware Purchase,3,405.7
967,327,Consulting Services,1,3799.74
968,327,Consulting Services,9,1588.31
969,327,Software License,9,572.82
970,327,Hardware Purchase,5,661.06
971,328,Training Session,10,2559.12
972,328,Training Session,1,4432.33
973,328,Training Session,5,4367.09
974,328,Consulting Services,1,2343.56
975,329,Training Session,8,3931.63
976,329,Training Session,7,3236.44
977,330,Hardware Purchase,8,394.29
978,331,Consulting Services,1,763.61
979,331,Software License,9,3170.02
980,331,Software License,2,4398.95
981,331,Consulting Services,8,4318.88
982,331,Support Contract,7,2558.48
983,332,Training Session,2,4015.1
984,332,Software License,6,68.04
985,332,Consulting Services,8,4711.78
986,332,Software License,8,1699.41
987,333,Software License,10,3856.19
988,333,Software License,2,4138.97
989,334,Support Contract,1,2303.93
990,334,Consulting Services,8,3794.73
991,334,Consulting Services,2,4131.05
992,334,Software License,5,2707.46
993,335,Hardware Purchase,4,4847.41
994,335,Support Contract,6,481.08
995,335,Consulting Services,5,4724.0
996,336,Training Session,3,1076.23
997,337,Support Contract,2,3616.67
998,338,Consulting Services,8,4064.0
999,338,Hardware Purchase,3,2603.13
1000,338,Training Session,9,229.66
1001,339,Hardware Purchase,3,1504.75
1002,339,Support Contract,8,560.08
1003,340,Consulting Services,5,149.42
1004,341,Support Contract,7,66.39
1005,341,Training Session,2,1645.51
1006,341,Consulting Services,4,2950.04
1007,342,Support Contract,8,4270.89
1008,342,Training Session,1,4888.95
1009,342,Support Contract,2,2529.5
1010,342,Consulting Services,10,1474.57
1011,342,Training Session,7,4269.93
1012,343,Training Session,1,4855.12
1013,343,Hardware Purchase,10,223.34
1014,343,Consulting Services,1,2590.43
1015,344,Hardware Purchase,3,3852.16
1016,345,Consulting Services,4,2568.55
1017,346,Consulting Services,7,1047.26
1018,346,Support Contract,1,1804.63
1019,346,Hardware Purchase,5,4796.92
1020,346,Training Session,5,4974.39
1021,346,Support Contract,4,4591.97
1022,347,Hardware Purchase,7,316.88
1023,347,Hardware Purchase,10,4724.93
1024,347,Consulting Services,1,2763.69
1025,347,Software License,9,4458.32
1026,347,Support Contract,8,438.96
1027,348,Hardware Purchase,3,2612.97
1028,348,Support Contract,4,2067.27
1029,348,Training Session,4,3352.27
1030,349,Software License,6,3701.04
1031,349,Support Contract,1,3182.38
1032,350,Hardware Purchase,4,3305.53
1033,350,Consulting Services,9,2095.28
1034,351,Software License,7,3921.67
1035,351,Support Contract,1,2771.98
1036,351,Hardware Purchase,4,379.6
1037,351,Hardware Purchase,3,3915.81
1038,351,Software License,6,4357.46
1039,352,Consulting Services,8,1957.27
1040,353,Software License,5,1230.8
1041,353,Hardware Purchase,7,1074.3
1042,353,Support Contract,4,4909.61
1043,353,Hardware Purchase,2,4311.67
1044,353,Hardware Purchase,2,439.92
1045,354,Training Session,10,2394.45
1046,354,Support Contract,4,4866.42
1047,354,Hardware Purchase,8,2882.87
1048,355,Hardware Purchase,6,171.23
1049,356,Software License,6,561.83
1050,356,Support Contract,6,4796.85
1051,356,Training Session,1,4138.55
1052,356,Software License,9,3245.38
1053,357,Support Contract,1,2717.1
1054,358,Hardware Purchase,1,3645.57
1055,358,Training Session,4,2045.18
1056,358,Training Session,2,1920.21
1057,358,Training Session,2,586.69
1058,359,Software License,2,3108.66
1059,359,Software License,2,3956.78
1060,359,Consulting Services,3,4130.74
1061,359,Support Contract,4,3060.71
1062,360,Hardware Purchase,4,2255.69
1063,360,Consulting Services,4,2610.93
1064,361,Training Session,6,3334.78
1065,361,Consulting Services,4,233.13
1066,362,Consulting Services,3,3347.75
1067,362,Training Session,9,1013.82
1068,362,Support Contract,6,3669.78
1069,362,Support Contract,3,2609.34
1070,362,Hardware Purchase,7,598.38
1071,363,Training Session,1,1924.0
1072,363,Software License,8,100.71
1073,363,Hardware Purchase,3,4455.88
1074,363,Software License,4,3003.17
1075,364,Support Contract,1,4901.31
1076,365,Support Contract,7,1490.06
1077,365,Consulting Services,7,2343.17
1078,365,Consulting Services,8,3308.34
1079,365,Training Session,1,779.82
1080,365,Training Session,9,4397.45
1081,366,Support Contract,2,4834.02
1082,366,Consulting Services,7,2816.18
1083,366,Support Contract,9,3482.45
1084,366,Consulting Services,5,242.09
1085,366,Software License,3,3729.32
1086,367,Consulting Services,10,4145.39
1087,367,Software License,2,1581.62
1088,367,Training Session,7,291.29
1089,368,Hardware Purchase,8,797.97
1090,368,Software License,8,2329.53
1091,368,Support Contract,9,2625.24
1092,369,Software License,6,2242.59
1093,370,Consulting Services,6,1637.84
1094,371,Training Session,10,4142.51
1095,371,Training Session,5,1835.21
1096,372,Software License,9,2367.25
1097,372,Training Session,3,4351.65
1098,372,Hardware Purchase,3,3393.09
1099,372,Software License,5,1273.14
1100,372,Software License,2,2752.31
1101,373,Support Contract,9,3158.73
1102,373,Training Session,4,3842.2
1103,373,Support Contract,4,4422.6
1104,374,Hardware Purchase,8,143.13
1105,374,Support Contract,2,1064.3
1106,374,Training Session,4,4382.48
1107,374,Hardware Purchase,10,2657.78
1108,375,Hardware Purchase,5,3447.39
1109,375,Training Session,8,581.71
1110,375,Training Session,2,2881.81
1111,375,Training Session,2,4379.04
1112,376,Training Session,7,2806.35
1113,377,Training Session,4,3182.39
1114,377,Hardware Purchase,8,4090.86
1115,377,Training Session,10,3282.38
1116,377,Consulting Services,10,4016.23
1117,378,Training Session,2,1799.59
1118,378,Consulting Services,9,3624.27
1119,378,Software License,6,3490.5
1120,379,Training Session,1,2876.8
1121,379,Support Contract,8,2074.2
1122,380,Consulting Services,8,4456.12
1123,380,Software License,8,2161.36
1124,380,Support Contract,6,1123.05
1125,380,Training Session,8,2612.17
1126,380,Support Contract,4,3709.23
1127,381,Hardware Purchase,7,4963.25
1128,381,Consulting Services,2,2577.62
1129,381,Training Session,6,4062.42
1130,381,Software License,6,4388.18
1131,381,Software License,1,1265.68
1132,382,Hardware Purchase,3,3971.88
1133,382,Hardware Purchase,7,3924.41
1134,383,Hardware Purchase,1,4073.67
1135,383,Support Contract,5,2540.96
1136,383,Consulting Services,5,570.68
1137,383,Training Session,2,3705.95
1138,383,Consulting Services,1,4186.59
1139,384,Hardware Purchase,7,2674.64
1140,384,Support Contract,3,464.97
1141,384,Training Session,2,855.11
1142,384,Training Session,4,1761.97
1143,384,Hardware Purchase,6,2684.23
1144,385,Consulting Services,9,1560.22
1145,385,Consulting Services,3,4076.15
1146,385,Consulting Services,10,2115.95
1147,385,Consulting Services,4,609.79
1148,385,Training Session,10,479.74
1149,386,Hardware Purchase,8,2047.0
1150,386,Support Contract,2,487.28
1151,387,Hardware Purchase,7,1394.02
1152,387,Support Contract,9,4415.95
1153,387,Consulting Services,1,3311.31
1154,387,Hardware Purchase,6,3742.68
1155,388,Software License,5,2836.19
1156,388,Software License,10,2514.82
1157,388,Support Contract,4,2448.54
1158,389,Support Contract,2,93.63
1159,390,Software License,7,4937.35
1160,390,Support Contract,7,2984.63
1161,390,Training Session,7,1190.87
1162,390,Training Session,7,2810.81
1163,391,Hardware Purchase,3,1864.6
1164,391,Software License,7,3427.07
1165,391,Consulting Services,6,1099.33
1166,392,Hardware Purchase,9,4906.24
1167,392,Training Session,10,308.01
1168,392,Support Contract,8,4949.78
1169,392,Training Session,5,1552.62
1170,392,Support Contract,1,2452.65
1171,393,Hardware Purchase,6,3386.03
1172,394,Software License,3,3338.78
1173,394,Support Contract,1,3908.55
1174,394,Software License,7,4698.57
1175,395,Consulting Services,4,2427.51
1176,395,Hardware Purchase,7,1332.75
1177,395,Consulting Services,8,3037.82
1178,395,Consulting Services,8,1836.52
1179,396,Hardware Purchase,10,1082.38
1180,397,Hardware Purchase,3,3381.82
1181,397,Consulting Services,10,2699.92
1182,398,Software License,3,4862.53
1183,398,Hardware Purchase,1,214.09
1184,399,Consulting Services,5,405.91
1185,399,Software License,10,2541.0
1186,399,Software License,6,2097.02
1187,399,Support Contract,4,931.65
1188,399,Software License,6,4737.7
1189,400,Support Contract,3,3772.86
1190,400,Training Session,10,1514.28
1191,401,Hardware Purchase,3,1417.49
1192,401,Consulting Services,9,2137.0
1193,401,Hardware Purchase,5,2717.08
1194,401,Support Contract,8,1018.59
1195,401,Software License,8,718.21
1196,402,Consulting Services,2,3872.88
1197,402,Training Session,5,1476.92
1198,402,Software License,1,1809.79
1199,402,Consulting Services,7,3406.46
1200,403,Consulting Services,7,564.9
1201,403,Hardware Purchase,3,2823.74
1202,403,Consulting Services,10,3639.52
1203,404,Consulting Services,9,1112.6
1204,404,Support Contract,2,1378.84
1205,404,Training Session,6,761.66
1206,404,Hardware Purchase,5,4323.8
1207,405,Support Contract,5,4970.75
1208,405,Software License,3,4125.96
1209,405,Software License,3,4421.69
1210,405,Software License,2,4504.4
1211,406,Hardware Purchase,7,300.22
1212,407,Training Session,4,204.99
1213,407,Software License,9,1148.92
1214,407,Training Session,4,1695.79
1215,408,Hardware Purchase,2,4973.96
1216,409,Support Contract,5,2020.59
1217,409,Consulting Services,5,987.34
1218,409,Hardware Purchase,6,2539.41
1219,410,Consulting Services,5,477.9
1220,411,Consulting Services,9,1540.29
1221,411,Software License,4,2036.56
1222,411,Software License,5,3956.27
1223,411,Consulting Services,10,601.19
1224,412,Support Contract,4,756.64
1225,412,Consulting Services,6,2759.19
1226,412,Hardware Purchase,10,2241.86
1227,412,Hardware Purchase,8,1116.4
1228,413,Consulting Services,1,2510.26
1229,413,Hardware Purchase,7,2890.38
1230,413,Consulting Services,9,1281.42
1231,414,Hardware Purchase,3,1084.54
1232,414,Training Session,1,1310.1
1233,414,Consulting Services,5,2275.26
1234,414,Software License,2,2099.34
1235,414,Support Contract,8,4290.83
1236,415,Support Contract,10,317.86
1237,415,Software License,2,2864.92
1238,415,Software License,10,1273.65
1239,415,Support Contract,3,2251.92
1240,415,Training Session,9,1241.69
1241,416,Support Contract,4,2696.05
1242,416,Consulting Services,3,160.19
1243,416,Hardware Purchase,8,2687.68
1244,417,Hardware Purchase,7,2261.04
1245,418,Support Contract,7,569.43
1246,418,Consulting Services,10,4436.01
1247,418,Consulting Services,9,1150.53
1248,419,Hardware Purchase,2,4908.83
1249,419,Training Session,8,3467.75
1250,419,Software License,7,3757.72
1251,419,Hardware Purchase,7,1061.27
1252,420,Consulting Services,9,4461.83
1253,421,Support Contract,3,4493.94
1254,421,Software License,8,4444.05
1255,421,Training Session,4,250.26
1256,422,Software License,6,4558.04
1257,423,Hardware Purchase,4,2530.55
1258,423,Hardware Purchase,6,299.88
1259,423,Software License,1,467.71
1260,423,Consulting Services,8,3813.17
1261,424,Support Contract,9,4428.02
1262,424,Software License,2,731.66
1263,424,Software License,8,3590.44
1264,425,Training Session,10,4443.03
1265,425,Consulting Services,7,4993.5
1266,425,Training Session,1,1030.04
1267,425,Software License,4,721.41
1268,426,Software License,5,3790.57
1269,426,Support Contract,8,1358.81
1270,426,Support Contract,9,3855.42
1271,426,Consulting Services,10,1449.09
1272,426,Consulting Services,4,2456.28
1273,427,Software License,9,4481.39
1274,427,Software License,4,235.88
1275,427,Consulting Services,7,1103.04
1276,427,Support Contract,3,4160.16
1277,427,Consulting Services,2,1217.01
1278,428,Software License,1,3517.14
1279,429,Consulting Services,1,299.57
1280,429,Hardware Purchase,4,625.37
1281,429,Consulting Services,9,4368.19
1282,429,Support Contract,7,4104.39
1283,429,Hardware Purchase,5,2874.28
1284,430,Software License,6,553.97
1285,431,Consulting Services,7,2324.92
1286,432,Hardware Purchase,7,3168.64
1287,433,Software License,7,2745.27
1288,433,Software License,1,3462.09
1289,433,Hardware Purchase,8,4370.17
1290,434,Support Contract,8,4567.42
1291,435,Training Session,6,2509.64
1292,435,Support Contract,9,917.61
1293,435,Consulting Services,8,3321.64
1294,435,Software License,1,785.15
1295,436,Consulting Services,6,3491.45
1296,436,Training Session,5,63.97
1297,436,Consulting Services,5,2540.48
1298,436,Consulting Services,3,2730.61
1299,436,Training Session,4,1942.7
1300,437,Consulting Services,6,1573.57
1301,438,Training Session,1,3650.7
1302,438,Training Session,4,3167.29
1303,438,Support Contract,5,1000.25
1304,438,Consulting Services,8,559.67
1305,438,Training Session,10,2089.93
1306,439,Hardware Purchase,5,2971.67
1307,439,Training Session,7,2054.67
1308,439,Hardware Purchase,10,1678.23
1309,440,Consulting Services,2,260.4
1310,441,Software License,2,3158.42
1311,441,Support Contract,2,4986.45
1312,441,Consulting Services,1,2716.83
1313,442,Training Session,10,938.84
1314,442,Consulting Services,8,727.97
1315,442,Software License,3,3019.96
1316,442,Hardware Purchase,9,1139.18
1317,442,Consulting Services,6,1725.57
1318,443,Software License,8,3365.89
1319,443,Support Contract,4,1309.95
1320,443,Training Session,10,3324.7
1321,443,Consulting Services,9,4610.9
1322,443,Training Session,9,3779.89
1323,444,Support Contract,3,136.78
1324,444,Support Contract,5,1146.43
1325,444,Training Session,7,3363.24
1326,444,Software License,7,1903.79
1327,444,Training Session,1,4121.36
1328,445,Support Contract,7,628.05
1329,445,Consulting Services,7,4902.6
1330,445,Hardware Purchase,4,1552.43
1331,445,Consulting Services,9,276.94
1332,445,Consulting Services,10,1995.04
1333,446,Consulting Services,6,3120.11
1334,446,Software License,7,958.33
1335,446,Training Session,6,2896.85
1336,446,Software License,6,759.56
1337,447,Software License,3,3825.58
1338,447,Software License,1,1535.23
1339,448,Training Session,5,2890.05
1340,448,Training Session,4,2372.89
1341,448,Consulting Services,5,70.78
1342,448,Software License,2,3323.8
1343,448,Hardware Purchase,3,3085.9
1344,449,Consulting Services,9,889.17
1345,449,Hardware Purchase,8,472.24
1346,449,Support Contract,2,4168.04
1347,449,Training Session,8,3360.6
1348,449,Software License,6,2633.43
1349,450,Hardware Purchase,2,1411.09
1350,450,Consulting Services,7,1129.58
1351,450,Hardware Purchase,8,437.18
1352,450,Consulting Services,2,1807.93
1353,451,Consulting Services,4,1815.34
1354,451,Training Session,10,3629.92
1355,451,Software License,7,4305.22
1356,452,Support Contract,1,826.61
1357,452,Training Session,1,81.05
1358,453,Support Contract,2,966.09
1359,453,Support Contract,7,2866.1
1360,453,Consulting Services,10,1456.02
1361,453,Consulting Services,1,1791.11
1362,453,Support Contract,9,3025.47
1363,454,Software License,10,2638.31
1364,454,Support Contract,4,2013.38
1365,454,Software License,1,1154.87
1366,454,Training Session,6,1947.4
1367,454,Consulting Services,9,182.47
1368,455,Training Session,6,1225.74
1369,455,Training Session,1,456.1
1370,455,Training Session,8,280.08
1371,456,Support Contract,3,2970.69
1372,456,Software License,10,4802.22
1373,456,Support Contract,3,1924.04
1374,456,Support Contract,5,3123.06
1375,456,Consulting Services,7,1336.17
1376,457,Hardware Purchase,8,3460.9
1377,457,Support Contract,1,1421.72
1378,457,Consulting Services,3,1979.2
1379,457,Hardware Purchase,10,4108.54
1380,458,Hardware Purchase,1,2909.29
1381,458,Support Contract,7,1533.65
1382,458,Hardware Purchase,9,1900.37
1383,458,Consulting Services,6,3453.0
1384,459,Training Session,3,3278.63
1385,459,Consulting Services,5,3354.2
1386,459,Hardware Purchase,8,4279.07
1387,459,Support Contract,7,3202.94
1388,460,Consulting Services,10,1719.96
1389,460,Training Session,4,3609.84
1390,461,Training Session,8,2361.53
1391,461,Hardware Purchase,9,1419.1
1392,462,Training Session,10,3164.87
1393,462,Support Contract,10,4448.32
1394,462,Hardware Purchase,9,1946.88
1395,462,Software License,3,3228.04
1396,463,Training Session,10,2422.3
1397,463,Support Contract,5,2041.42
1398,463,Hardware Purchase,10,1840.64
1399,464,Support Contract,1,2681.34
1400,464,Software License,7,3048.99
1401,465,Training Session,10,597.47
1402,465,Software License,1,4036.32
1403,466,Support Contract,5,1768.2
1404,466,Support Contract,5,3196.35
1405,466,Support Contract,6,2701.1
1406,467,Software License,3,853.86
1407,467,Support Contract,9,4333.59
1408,467,Training Session,7,2429.84
1409,468,Hardware Purchase,3,1435.7
1410,468,Training Session,6,149.49
1411,469,Software License,4,1538.67
1412,469,Hardware Purchase,3,54.35
1413,469,Hardware Purchase,9,4401.97
1414,469,Training Session,3,2796.81
1415,469,Training Session,1,1597.68
1416,470,Support Contract,1,1355.94
1417,471,Support Contract,4,1310.22
1418,471,Consulting Services,3,3694.4
1419,471,Support Contract,5,1871.16
1420,471,Software License,10,3402.61
1421,472,Hardware Purchase,6,233.43
1422,472,Support Contract,5,4127.2
1423,472,Software License,4,4781.07
1424,472,Software License,3,4336.93
1425,472,Training Session,3,3898.47
1426,473,Training Session,6,1660.34
1427,473,Software License,5,4720.85
1428,473,Hardware Purchase,10,3297.09
1429,474,Training Session,10,3895.93
1430,474,Software License,3,1249.19
1431,474,Support Contract,8,2544.08
1432,475,Software License,6,790.4
1433,476,Software License,10,551.49
1434,476,Training Session,10,4365.33
1435,476,Consulting Services,7,1424.69
1436,476,Support Contract,6,4556.37
1437,477,Consulting Services,4,1229.19
1438,477,Hardware Purchase,8,4485.53
1439,477,Software License,5,2991.24
1440,478,Training Session,1,123.35
1441,478,Consulting Services,6,1144.36
1442,478,Support Contract,7,697.53
1443,478,Support Contract,9,2047.83
1444,478,Consulting Services,2,3125.58
1445,479,Training Session,9,3375.85
1446,479,Training Session,2,312.7
1447,480,Training Session,9,3224.14
1448,480,Software License,2,3400.91
1449,480,Consulting Services,8,2514.65
1450,481,Hardware Purchase,6,3994.06
1451,482,Consulting Services,9,4351.27
1452,482,Support Contract,1,1263.77
1453,482,Training Session,6,3277.62
1454,482,Support Contract,4,3631.44
1455,483,Hardware Purchase,4,2091.22
1456,484,Software License,9,524.5
1457,485,Hardware Purchase,6,523.73
1458,486,Support Contract,3,2914.73
1459,486,Consulting Services,9,4953.59
1460,486,Hardware Purchase,3,3423.58
1461,487,Hardware Purchase,2,4804.48
1462,487,Consulting Services,7,1756.01
1463,487,Hardware Purchase,7,2371.67
1464,487,Consulting Services,9,3688.65
1465,488,Training Session,1,2387.13
1466,489,Support Contract,8,2281.49
1467,489,Hardware Purchase,6,1020.43
1468,489,Training Session,7,3604.64
1469,490,Training Session,7,3089.48
1470,490,Software License,1,2738.6
1471,491,Software License,9,2782.51
1472,491,Consulting Services,2,1715.85
1473,492,Support Contract,7,1513.47
1474,492,Hardware Purchase,7,2231.05
1475,492,Hardware Purchase,7,1508.85
1476,493,Training Session,7,1713.3
1477,493,Training Session,5,936.19
1478,494,Consulting Services,8,2528.05
1479,494,Hardware Purchase,10,1332.89
1480,495,Training Session,6,1270.98
1481,496,Consulting Services,8,3409.45
1482,496,Consulting Services,4,4729.53
1483,496,Software License,4,1312.29
1484,496,Consulting Services,2,1285.04
1485,497,Support Contract,9,4957.6
1486,498,Consulting Services,3,1196.57
1487,499,Software License,10,1939.38
1488,499,Hardware Purchase,10,2387.96
1489,499,Support Contract,5,1722.78
1490,500,Consulting Services,3,4621.23
1491,500,Training Session,5,3312.27
1492,501,Support Contract,7,2661.13
1493,502,Support Contract,8,375.34
1494,502,Software License,7,3174.61
1495,503,Consulting Services,4,4630.88
1496,503,Support Contract,7,2353.46
1497,503,Support Contract,4,1565.96
1498,504,Consulting Services,9,1754.54
1499,505,Consulting Services,4,2290.93
1500,505,Consulting Services,2,296.38
1501,505,Software License,2,3973.31
1502,505,Support Contract,2,2450.64
1503,505,Training Session,3,4195.34
1504,506,Support Contract,3,1804.58
1505,506,Software License,5,1827.49
1506,506,Consulting Services,10,2795.5
1507,506,Consulting Services,3,4178.76
1508,507,Software License,2,3636.62
1509,507,Software License,10,2733.56
1510,507,Consulting Services,1,4992.31
1511,507,Support Contract,3,1922.57
1512,507,Support Contract,5,2957.89
1513,508,Hardware Purchase,1,4242.74
1514,508,Training Session,9,567.32
1515,509,Software License,1,972.92
1516,509,Support Contract,9,933.3
1517,509,Hardware Purchase,4,4077.41
1518,510,Support Contract,1,2705.09
1519,510,Hardware Purchase,8,3462.16
1520,511,Hardware Purchase,10,3700.46
1521,511,Consulting Services,5,238.43
1522,511,Hardware Purchase,6,841.37
1523,512,Support Contract,6,4751.03
1524,512,Software License,7,3888.58
1525,512,Hardware Purchase,8,3591.82
1526,512,Training Session,4,464.87
1527,513,Support Contract,6,1054.06
1528,513,Hardware Purchase,3,4644.3
1529,513,Consulting Services,3,309.51
1530,513,Software License,3,3070.34
1531,514,Consulting Services,4,2376.78
1532,514,Hardware Purchase,9,4224.53
1533,514,Training Session,2,3445.45
1534,514,Hardware Purchase,4,301.82
1535,514,Consulting Services,1,3384.66
1536,515,Training Session,3,1040.1
1537,515,Consulting Services,10,4584.47
1538,515,Hardware Purchase,6,3788.62
1539,515,Support Contract,10,4872.42
1540,515,Software License,6,1114.41
1541,516,Software License,4,3757.71
1542,516,Consulting Services,1,4721.6
1543,516,Training Session,3,1667.04
1544,516,Support Contract,5,2523.19
1545,516,Training Session,9,2663.41
1546,517,Support Contract,3,231.57
1547,517,Consulting Services,7,4366.1
1548,517,Support Contract,8,2619.69
1549,517,Software License,7,4406.98
1550,518,Software License,9,130.42
1551,518,Support Contract,5,2641.35
1552,518,Consulting Services,3,1647.97
1553,518,Support Contract,1,4190.8
1554,519,Support Contract,4,1111.58
1555,519,Support Contract,8,4810.5
1556,519,Hardware Purchase,3,4316.15
1557,519,Hardware Purchase,9,3109.6
1558,520,Software License,1,3623.86
1559,520,Training Session,10,2952.95
1560,521,Consulting Services,5,1036.84
1561,522,Consulting Services,5,2324.13
1562,523,Software License,9,2666.48
1563,523,Hardware Purchase,6,2035.77
1564,523,Hardware Purchase,10,4932.65
1565,524,Hardware Purchase,7,909.88
1566,524,Training Session,9,4211.59
1567,525,Software License,2,4812.4
1568,525,Hardware Purchase,5,3023.29
1569,525,Software License,1,4759.01
1570,525,Support Contract,8,582.36
1571,525,Hardware Purchase,7,2571.47
1572,526,Support Contract,8,3175.7
1573,526,Training Session,8,4873.21
1574,527,Hardware Purchase,5,324.57
1575,527,Training Session,9,4642.12
1576,527,Training Session,2,990.72
1577,527,Support Contract,1,558.8
1578,527,Support Contract,10,3479.38
1579,528,Consulting Services,3,1211.17
1580,529,Software License,8,517.04
1581,529,Training Session,2,325.51
1582,530,Software License,7,4348.76
1583,531,Software License,2,1703.92
1584,531,Consulting Services,4,2973.62
1585,532,Support Contract,3,3186.7
1586,532,Support Contract,2,1987.55
1587,532,Support Contract,5,3302.88
1588,533,Consulting Services,8,2306.25
1589,533,Software License,2,995.47
1590,534,Training Session,4,1422.8
1591,534,Support Contract,9,1389.83
1592,534,Software License,6,831.94
1593,534,Consulting Services,5,1024.03
1594,535,Consulting Services,1,1587.42
1595,535,Consulting Services,8,1580.79
1596,536,Support Contract,3,439.76
1597,537,Consulting Services,10,716.43
1598,537,Training Session,6,724.22
1599,537,Training Session,8,947.66
1600,538,Hardware Purchase,7,935.5
1601,538,Support Contract,6,2694.53
1602,539,Software License,8,2833.83
1603,539,Consulting Services,1,2417.19
1604,540,Support Contract,9,2097.95
1605,540,Support Contract,9,575.65
1606,541,Consulting Services,9,1352.34
